screen_id,true_class,rank,component,score_total,score_mean,score_pct,bounds_image
67312,bad,0,Icon,479.3897705078125,0.7609361436631944,14.76,"[77, 191, 112, 209]"
67312,bad,1,Icon,385.2337341308594,0.6294668858347375,11.86,"[112, 191, 146, 209]"
67312,bad,2,Image,246.41737365722656,0.45297311334049,7.59,"[128, 33, 160, 50]"
67312,bad,3,Icon,227.9525146484375,0.3724714291641136,7.02,"[146, 191, 180, 209]"
67312,bad,4,Image,191.22702026367188,0.35152025783763213,5.89,"[128, 16, 160, 33]"
67312,bad,5,Image,189.83457946777344,0.34896062402164235,5.84,"[96, 33, 128, 50]"
67312,bad,6,Icon,154.11981201171875,0.2833084779627183,4.74,"[160, 16, 192, 33]"
67312,bad,7,Image,147.1400146484375,0.2704779681037454,4.53,"[96, 16, 128, 33]"
67312,bad,8,Image,129.25344848632812,0.23759825089398554,3.98,"[64, 33, 96, 50]"
67312,bad,9,Icon,113.05208587646484,0.20781633433173685,3.48,"[192, 33, 224, 50]"
67312,bad,10,Icon,99.95054626464844,0.1837326218100155,3.08,"[32, 33, 64, 50]"
67312,bad,11,Web View,560.6998291015625,0.1668749491373698,17.26,"[0, 0, 224, 15]"
67312,bad,12,Icon,90.1331787109375,0.16568599027745864,2.77,"[64, 16, 96, 33]"
67312,bad,13,Image,72.68280792236328,0.13360810279846191,2.24,"[192, 16, 224, 33]"
67312,bad,14,Icon,66.73046875,0.1226663028492647,2.05,"[32, 16, 64, 33]"
67312,bad,15,Image,50.37551498413086,0.09260204960318173,1.55,"[0, 16, 32, 33]"
67312,bad,16,Image,44.43372344970703,0.0816796386943144,1.37,"[0, 33, 32, 50]"
67313,bad,0,Text,794.3526611328125,0.21468990841427366,55.13,"[39, 125, 224, 145]"
67313,bad,1,Text Button,122.42111206054688,0.19431922549293154,8.5,"[175, 147, 217, 162]"
67313,bad,2,Text Button,121.86532592773438,0.1504510196638696,8.46,"[121, 147, 175, 162]"
67313,bad,3,Icon,9.691595077514648,0.09318841420687161,0.67,"[8, 131, 21, 139]"
67313,bad,4,Text,340.1581115722656,0.08932723518179245,23.61,"[0, 165, 224, 182]"
67313,bad,5,Image,5.65327262878418,0.08697342505821815,0.39,"[13, 204, 26, 209]"
67313,bad,6,Text,36.410484313964844,0.05238918606325877,2.53,"[39, 204, 178, 209]"
67313,bad,7,Icon,3.8036885261535645,0.04179877501267653,0.26,"[13, 187, 26, 194]"
67313,bad,8,Text,6.575748443603516,0.019987077336180898,0.46,"[39, 187, 86, 194]"
67314,bad,0,Image,2379.249267578125,0.7477213285914912,11.05,"[0, 99, 74, 142]"
67314,bad,1,Web View,1378.144775390625,0.5250075334821429,6.4,"[24, 150, 199, 165]"
67314,bad,2,Web View,200.42318725585938,0.44737318583897184,0.93,"[0, 166, 224, 168]"
67314,bad,3,Image,14258.7490234375,0.4272156346907209,66.2,"[0, 0, 224, 149]"
67314,bad,4,Web View,3322.22021484375,0.36174000597166267,15.42,"[0, 168, 224, 209]"
67315,bad,0,Icon,30.685203552246094,0.17047335306803385,45.12,"[6, 9, 24, 19]"
67315,bad,1,Icon,5.991589546203613,0.14978973865509032,8.81,"[0, 12, 8, 17]"
67315,bad,2,Text Button,31.328266143798828,0.061427972830978096,46.07,"[190, 7, 224, 22]"
67316,bad,0,Text,326.87603759765625,0.7566574944390191,56.38,"[26, 10, 80, 18]"
67316,bad,1,Icon,99.44404602050781,0.5524669223361545,17.15,"[6, 9, 24, 19]"
67316,bad,2,Text Button,153.481689453125,0.30094448912377453,26.47,"[190, 7, 224, 22]"
67317,bad,0,Text Button,853.3200073242188,0.5442091883445273,57.73,"[0, 0, 112, 14]"
67317,bad,1,Text Button,624.7155151367188,0.3984155071024992,42.27,"[112, 0, 224, 14]"
67318,bad,0,Image,1014.6842041015625,0.9438922828851745,4.68,"[90, 82, 133, 107]"
67318,bad,1,Image,972.2744750976562,0.942126429358194,4.48,"[90, 58, 133, 82]"
67318,bad,2,Image,957.8687744140625,0.9070727030436198,4.41,"[46, 58, 90, 82]"
67318,bad,3,Image,907.0167236328125,0.8788921740628028,4.18,"[90, 107, 133, 131]"
67318,bad,4,Image,958.903564453125,0.8717305131392046,4.42,"[46, 82, 90, 107]"
67318,bad,5,Image,875.8345947265625,0.7962132679332387,4.04,"[133, 82, 177, 107]"
67318,bad,6,Image,827.9136962890625,0.7840091820919153,3.81,"[133, 107, 177, 131]"
67318,bad,7,Image,785.7977294921875,0.7441266377766927,3.62,"[133, 58, 177, 82]"
67318,bad,8,Image,777.6386108398438,0.736400199658943,3.58,"[46, 107, 90, 131]"
67318,bad,9,Radio Button,1494.424072265625,0.6823854211258562,6.89,"[2, 164, 221, 174]"
67318,bad,10,Image,710.3599853515625,0.6726893800677676,3.27,"[2, 58, 46, 82]"
67318,bad,11,Radio Button,1295.006591796875,0.6570302342957255,5.97,"[2, 155, 221, 164]"
67318,bad,12,Radio Button,1706.5162353515625,0.6493592980789812,7.86,"[2, 174, 221, 186]"
67318,bad,13,Radio Button,1383.40478515625,0.6316916827197488,6.37,"[2, 145, 221, 155]"
67318,bad,14,Image,678.5203857421875,0.6168367143110796,3.13,"[2, 82, 46, 107]"
67318,bad,15,Slider,959.9518432617188,0.615353745680589,4.42,"[65, 34, 221, 44]"
67318,bad,16,Text,197.22274780273438,0.5733219412870185,0.91,"[2, 50, 45, 58]"
67318,bad,17,Text,321.2291259765625,0.5665416683889991,1.48,"[2, 34, 65, 43]"
67318,bad,18,Input,1330.5584716796875,0.5063007883103834,6.13,"[2, 9, 221, 21]"
67318,bad,19,Image,508.3405456542969,0.4813830924756599,2.34,"[2, 107, 46, 131]"
67318,bad,20,Text,143.503662109375,0.47205152009662826,0.66,"[2, 137, 40, 145]"
67318,bad,21,Text,124.85470581054688,0.45734324472727794,0.58,"[2, 27, 41, 34]"
67318,bad,22,Image,464.1366882324219,0.4219424438476562,2.14,"[177, 82, 221, 107]"
67318,bad,23,Text Button,1381.432373046875,0.420527358613965,6.36,"[2, 192, 221, 207]"
67318,bad,24,Image,438.9518737792969,0.41567412289706146,2.02,"[177, 58, 221, 82]"
67318,bad,25,Image,435.67401123046875,0.4125700863924893,2.01,"[177, 107, 221, 131]"
67318,bad,26,Text,52.19453811645508,0.34338511918720444,0.24,"[2, 1, 21, 9]"
67319,bad,0,Image,1031.497802734375,0.9168869357638889,7.24,"[44, 52, 89, 77]"
67319,bad,1,Image,950.1748046875,0.8445998263888889,6.67,"[44, 27, 89, 52]"
67319,bad,2,Image,884.7369384765625,0.7864328342013889,6.21,"[44, 77, 89, 102]"
67319,bad,3,Image,860.3236694335938,0.7647321506076389,6.04,"[89, 52, 134, 77]"
67319,bad,4,Image,804.9752197265625,0.731795654296875,5.65,"[0, 52, 44, 77]"
67319,bad,5,Image,771.911376953125,0.6861434461805556,5.42,"[89, 77, 134, 102]"
67319,bad,6,Image,760.7609252929688,0.67623193359375,5.34,"[89, 27, 134, 52]"
67319,bad,7,Image,737.2627563476562,0.6702388694069602,5.18,"[0, 27, 44, 52]"
67319,bad,8,Image,550.681640625,0.6373630099826388,3.87,"[32, 0, 64, 27]"
67319,bad,9,Image,657.333251953125,0.59757568359375,4.61,"[0, 77, 44, 102]"
67319,bad,10,Image,494.21954345703125,0.572013360482675,3.47,"[64, 0, 96, 27]"
67319,bad,11,Image,614.7265625,0.5254073183760684,4.32,"[44, 102, 89, 128]"
67319,bad,12,Image,585.642578125,0.5005492120726496,4.11,"[89, 102, 134, 128]"
67319,bad,13,Image,550.7463989257812,0.48955235460069446,3.87,"[134, 52, 179, 77]"
67319,bad,14,Icon,407.0716857910156,0.47114778448034217,2.86,"[96, 0, 128, 27]"
67319,bad,15,Icon,510.75177001953125,0.45400157335069447,3.59,"[134, 77, 179, 102]"
