screen_id,true_class,rank,component,score_total,score_mean,score_pct,bounds_image
30280,bad,0,Image,1530.1258544921875,0.7500616933785232,30.42,"[135, 130, 195, 164]"
30280,bad,1,Image,1003.42578125,0.4918753829656863,19.95,"[28, 130, 88, 164]"
30280,bad,2,Web View,1061.64697265625,0.37915963309151784,21.1,"[24, 193, 199, 209]"
30280,bad,3,Image,606.0511474609375,0.29708389581418504,12.05,"[135, 93, 195, 127]"
30280,bad,4,Image,381.83868408203125,0.18717582553040749,7.59,"[28, 93, 88, 127]"
30280,bad,5,Image,166.41127014160156,0.08157415203019684,3.31,"[135, 56, 195, 90]"
30280,bad,6,Image,124.85140228271484,0.06120166778564453,2.48,"[28, 19, 88, 53]"
30280,bad,7,Image,106.20365905761719,0.05206061718510646,2.11,"[28, 56, 88, 90]"
30280,bad,8,Image,50.143455505371094,0.024580125247730927,1.0,"[135, 19, 195, 53]"
30281,bad,0,Text,429.5052185058594,0.7304510518807132,34.93,"[2, 41, 86, 48]"
30281,bad,1,Text,436.0523376464844,0.3367199518505671,35.46,"[8, 28, 193, 35]"
30281,bad,2,Text,338.6212463378906,0.22088796238609956,27.54,"[2, 7, 221, 14]"
30281,bad,3,Text,25.373641967773438,0.0805512443421379,2.06,"[89, 16, 134, 23]"
30282,bad,0,Web View,10321.78125,0.22047550516917294,100.0,"[0, 0, 224, 209]"
30282,bad,1,Icon,0.09866361320018768,0.0006448602169946907,0.0,"[0, 0, 17, 9]"
30283,bad,0,Icon,207.60427856445312,0.3495021524654093,24.33,"[5, 67, 38, 85]"
30283,bad,1,Icon,159.61373901367188,0.2545673668479615,18.71,"[5, 42, 38, 61]"
30283,bad,2,Icon,87.62405395507812,0.14751524234861638,10.27,"[5, 18, 38, 36]"
30283,bad,3,Text,72.33780670166016,0.06889314923967634,8.48,"[43, 77, 218, 83]"
30283,bad,4,Text,81.10389709472656,0.05793135506766183,9.51,"[43, 69, 218, 77]"
30283,bad,5,Text,56.65113830566406,0.046245827188297194,6.64,"[43, 52, 218, 59]"
30283,bad,6,Text,57.92211151123047,0.04137293679373605,6.79,"[43, 44, 218, 52]"
30283,bad,7,Text,57.796051025390625,0.037701272684534,6.77,"[2, 7, 221, 14]"
30283,bad,8,Text,33.40784454345703,0.03181699480329241,3.92,"[43, 28, 218, 34]"
30283,bad,9,Text,39.11145782470703,0.02793675558907645,4.58,"[43, 20, 218, 28]"
30284,bad,0,Text,247.92791748046875,0.8854568481445313,9.08,"[72, 157, 100, 167]"
30284,bad,1,Text,196.8206024169922,0.8200858434041342,7.21,"[22, 157, 46, 167]"
30284,bad,2,Icon,305.96826171875,0.7845340044070512,11.21,"[73, 139, 99, 154]"
30284,bad,3,Icon,284.542724609375,0.7295967297676282,10.42,"[21, 139, 47, 154]"
30284,bad,4,Icon,256.4103088378906,0.7044239253788204,9.39,"[21, 177, 47, 191]"
30284,bad,5,Text,1007.1976318359375,0.35868861532618856,36.89,"[8, 121, 224, 134]"
30284,bad,6,Text,75.48892211914062,0.349485750551577,2.77,"[22, 195, 46, 204]"
30284,bad,7,Text,163.30462646484375,0.347456652052859,5.98,"[114, 157, 161, 167]"
30284,bad,8,Image,90.58477020263672,0.23226864154522237,3.32,"[124, 139, 150, 154]"
30284,bad,9,Image,62.908294677734375,0.1613033196864984,2.3,"[176, 139, 202, 154]"
30284,bad,10,Text,38.89966583251953,0.10805462731255425,1.42,"[171, 157, 207, 167]"
30285,bad,0,Text Button,667.7545776367188,0.8093994880445076,22.44,"[84, 104, 139, 119]"
30285,bad,1,Input,2307.3173828125,0.722165065043036,77.56,"[5, 86, 218, 101]"
30286,bad,0,Image,12.858802795410156,0.4018375873565674,0.96,"[43, 51, 51, 55]"
30286,bad,1,Image,12.079944610595703,0.3774982690811157,0.9,"[43, 29, 51, 33]"
30286,bad,2,Icon,150.20645141601562,0.25287281383167615,11.19,"[5, 38, 38, 56]"
30286,bad,3,Text,132.72491455078125,0.24044368578040082,9.89,"[51, 51, 189, 55]"
30286,bad,4,Text,203.19088745117188,0.23195306786663455,15.13,"[43, 45, 189, 51]"
30286,bad,5,Text,185.04205322265625,0.2112352205738085,13.78,"[43, 39, 189, 45]"
30286,bad,6,Icon,120.90868377685547,0.19283681623102947,9.01,"[5, 16, 38, 35]"
30286,bad,7,Text,89.12199401855469,0.16145288771477298,6.64,"[51, 29, 189, 33]"
30286,bad,8,Text,136.6942138671875,0.1560436231360588,10.18,"[43, 23, 189, 29]"
30286,bad,9,Text,118.67987060546875,0.1354793043441424,8.84,"[43, 17, 189, 23]"
30286,bad,10,Text,176.23922729492188,0.1149636185876855,13.13,"[2, 7, 221, 14]"
30286,bad,11,Text,1.829816222190857,0.029044701939537412,0.14,"[189, 49, 210, 52]"
30286,bad,12,Text,1.785945177078247,0.013952696695923805,0.13,"[189, 42, 221, 46]"
30286,bad,13,Text,0.8282350301742554,0.009859940835407801,0.06,"[189, 27, 210, 31]"
30286,bad,14,Text,0.3823813796043396,0.002987354528158903,0.03,"[189, 20, 221, 24]"
