screen_id,true_class,rank,component,score_total,score_mean,score_pct,bounds_image
53623,good,0,Web View,24988.025390625,0.5522459642553262,100.0,"[0, 7, 224, 209]"
53624,good,0,Text Button,1857.8370361328125,0.6960798187084348,14.51,"[33, 135, 190, 152]"
53624,good,1,Text Button,1468.23583984375,0.6234547090631635,11.47,"[33, 152, 190, 167]"
53624,good,2,Text Button,1271.953857421875,0.5401077950835987,9.94,"[33, 167, 190, 182]"
53624,good,3,Text,8201.705078125,0.5172293042899035,64.08,"[33, 34, 190, 135]"
